Year,Product,Order method type,Retailer country,Revenue,Quantity,Gross profit
2004,Mountain Man Deluxe,Sales visit,Singapore,70227.84,926.0,34113.84
2004,Mountain Man Deluxe,Sales visit,France,56197.44,741.0,27298.44
2004,Mountain Man Deluxe,Sales visit,Germany,89015.26,1173.0,43268.26
2004,Mountain Man Deluxe,Sales visit,Belgium,5423.88,69.0,2732.88
2004,Mountain Man Deluxe,Sales visit,Austria,4183.38,54.0,2077.38
2004,Mountain Man Deluxe,Sales visit,Italy,21690.24,286.0,10536.24
2004,Mountain Man Deluxe,Web,United States,188083.2,2480.0,91363.2
2004,Mountain Man Deluxe,Web,Canada,68180.16,899.0,33119.16
2004,Mountain Man Deluxe,Web,Mexico,15243.84,201.0,7404.84
2004,Mountain Man Deluxe,Web,Brazil,41105.28,542.0,19967.28
2004,Mountain Man Deluxe,Web,Japan,36403.2,480.0,17683.2
2004,Mountain Man Deluxe,Web,Korea,59155.2,780.0,28735.2
2004,Mountain Man Deluxe,Web,China,209242.56,2759.0,101641.56
2004,Mountain Man Deluxe,Web,Singapore,33521.28,442.0,16283.28
2004,Mountain Man Deluxe,Web,Netherlands,26999.04,356.0,13115.04
2004,Mountain Man Deluxe,Web,Sweden,12968.64,171.0,6299.64
2004,Mountain Man Deluxe,Web,Finland,77887.68,1027.0,37834.68
2004,Mountain Man Deluxe,Web,Denmark,25178.88,332.0,12230.88
2004,Mountain Man Deluxe,Web,France,20704.32,273.0,10057.32
2004,Mountain Man Deluxe,Web,Germany,56554.1,745.0,27499.1
2004,Mountain Man Deluxe,Web,United Kingdom,140360.58,1850.0,68210.58
2004,Mountain Man Deluxe,Web,Belgium,24916.5,315.0,12631.5
2004,Mountain Man Deluxe,Web,Austria,12452.03,161.0,6173.03
2004,Mountain Man Deluxe,Web,Italy,15395.52,203.0,7478.52
2004,Mountain Man Deluxe,Web,Spain,66638.36,878.0,32396.36
2004,Mountain Man Deluxe,Special,Canada,16684.8,220.0,8104.8
2004,Mountain Man Deluxe,Special,Mexico,7053.12,93.0,3426.12
2004,Mountain Man Deluxe,Special,Austria,5059.56,66.0,2485.56
2004,Mountain Man Deluxe,Mail,United States,48840.96,644.0,23724.96
2004,Mountain Man Deluxe,Mail,Netherlands,8797.44,116.0,4273.44
2004,Mountain Man Deluxe,Mail,France,29425.92,388.0,14293.92
2004,Mountain Man Deluxe,Mail,Germany,9252.48,122.0,4494.48
2004,Mountain Man Deluxe,E-mail,Canada,84940.8,1120.0,41260.8
2004,Mountain Man Deluxe,E-mail,Japan,48006.72,633.0,23319.72
2004,Mountain Man Deluxe,E-mail,Korea,9631.68,127.0,4678.68
2004,Mountain Man Deluxe,E-mail,Netherlands,39057.6,515.0,18972.6
2004,Mountain Man Deluxe,E-mail,Sweden,12058.56,159.0,5857.56
2004,Mountain Man Deluxe,E-mail,Germany,20780.16,274.0,10094.16
2004,Mountain Man Deluxe,E-mail,Italy,45428.16,599.0,22067.16
2004,Mountain Man Deluxe,Fax,United States,7053.12,93.0,3426.12
2004,Mountain Man Deluxe,Fax,Canada,6143.04,81.0,2984.04
2004,Mountain Man Deluxe,Fax,Brazil,40726.08,537.0,19783.08
2004,Mountain Man Deluxe,Fax,Japan,24572.16,324.0,11936.16
2004,Mountain Man Deluxe,Fax,Singapore,9252.48,122.0,4494.48
2004,Mountain Man Deluxe,Fax,Netherlands,8266.56,109.0,4015.56
2004,Mountain Man Deluxe,Fax,Finland,7432.32,98.0,3610.32
2004,Mountain Man Deluxe,Fax,United Kingdom,5384.64,71.0,2615.64
2004,Mountain Man Deluxe,Fax,Belgium,3366.47,43.0,1689.47
2004,Mountain Man Deluxe,Fax,Italy,5991.36,79.0,2910.36
2004,Mountain Man Deluxe,Fax,Spain,5991.36,79.0,2910.36
2004,Mountain Man Combination,Telephone,United States,79733.63,867.0,40718.63
2004,Mountain Man Combination,Telephone,Mexico,4422.23,47.0,2307.23
2004,Mountain Man Combination,Telephone,Brazil,7846.71,83.0,4111.71
2004,Mountain Man Combination,Telephone,Japan,63363.82,682.0,32673.82
2004,Mountain Man Combination,Telephone,Singapore,6380.5,70.0,3230.5
2004,Mountain Man Combination,Telephone,Netherlands,13216.71,141.0,6871.71
2004,Mountain Man Combination,Telephone,Denmark,13731.26,146.0,7161.26
2004,Mountain Man Combination,Telephone,France,25868.93,281.0,13223.93
2004,Mountain Man Combination,Telephone,United Kingdom,49323.85,535.0,25248.85
2004,Mountain Man Combination,Telephone,Austria,20946.75,219.0,11091.75
2004,Mountain Man Combination,Sales visit,United States,78707.42,852.0,40367.42
2004,Mountain Man Combination,Sales visit,Canada,3857.69,41.0,2012.69
2004,Mountain Man Combination,Sales visit,Mexico,34215.44,364.0,17835.44
2004,Mountain Man Combination,Sales visit,Korea,35598.44,386.0,18228.44
2004,Mountain Man Combination,Sales visit,Singapore,30769.47,335.0,15694.47
2004,Mountain Man Combination,Sales visit,Finland,18510.26,198.0,9600.26
2004,Mountain Man Combination,Sales visit,France,29413.91,313.0,15328.91
2004,Mountain Man Combination,Sales visit,Germany,31468.2,334.0,16438.2
2004,Mountain Man Combination,Sales visit,Belgium,4900.5,50.0,2650.5
2004,Mountain Man Combination,Sales visit,Italy,33138.3,352.0,17298.3
2004,Mountain Man Combination,Web,United States,88527.06,954.0,45597.06
2004,Mountain Man Combination,Web,Canada,36756.84,390.0,19206.84
2004,Mountain Man Combination,Web,Mexico,5493.49,59.0,2838.49
2004,Mountain Man Combination,Web,Brazil,22310.1,236.0,11690.1
2004,Mountain Man Combination,Web,Japan,31473.15,339.0,16218.15
2004,Mountain Man Combination,Web,Korea,27024.49,295.0,13749.49
2004,Mountain Man Combination,Web,China,112387.95,1233.0,56902.95
2004,Mountain Man Combination,Web,Singapore,13461.77,147.0,6846.77
2004,Mountain Man Combination,Web,Netherlands,16073.7,170.0,8423.7
2004,Mountain Man Combination,Web,Sweden,3327.45,35.0,1752.45
2004,Mountain Man Combination,Web,Finland,22997.17,245.0,11972.17
2004,Mountain Man Combination,Web,Denmark,6084.48,64.0,3204.48
2004,Mountain Man Combination,Web,France,24824.07,263.0,12989.07
2004,Mountain Man Combination,Web,Germany,31095.76,330.0,16245.76
2004,Mountain Man Combination,Web,United Kingdom,53177.5,564.0,27797.5
2004,Mountain Man Combination,Web,Belgium,13917.42,142.0,7527.42
2004,Mountain Man Combination,Web,Austria,7167.48,74.0,3837.48
2004,Mountain Man Combination,Web,Italy,7658.53,81.0,4013.53
2004,Mountain Man Combination,Web,Spain,33479.36,354.0,17549.36
2004,Mountain Man Combination,Special,Canada,8171.13,87.0,4256.13
2004,Mountain Man Combination,Special,Mexico,8793.5,94.0,4563.5
2004,Mountain Man Combination,Special,Singapore,11199.67,121.0,5754.67
2004,Mountain Man Combination,Special,Austria,2254.23,23.0,1219.23
2004,Mountain Man Combination,Mail,United States,13279.47,145.0,6754.47
2004,Mountain Man Combination,Mail,Japan,8794.48,94.0,4564.48
2004,Mountain Man Combination,Mail,Netherlands,3951.78,42.0,2061.78
2004,Mountain Man Combination,Mail,France,6559.83,69.0,3454.83
2004,Mountain Man Combination,Mail,Spain,4422.23,47.0,2307.23
2004,Mountain Man Combination,E-mail,United States,5988.45,65.0,3063.45
2004,Mountain Man Combination,E-mail,Canada,48645.61,527.0,24930.61
2004,Mountain Man Combination,E-mail,Japan,10335.21,111.0,5340.21
2004,Mountain Man Combination,E-mail,Korea,14766.3,162.0,7476.3
2004,Mountain Man Combination,E-mail,Netherlands,18902.3,202.0,9812.3
2004,Mountain Man Combination,E-mail,Sweden,13244.15,141.0,6899.15
2004,Mountain Man Combination,E-mail,Germany,28743.57,311.0,14748.57
2004,Mountain Man Combination,E-mail,Italy,8128.0,86.0,4258.0
2004,Mountain Man Combination,Fax,United States,5400.38,58.0,2790.38
2004,Mountain Man Combination,Fax,Canada,3422.52,36.0,1802.52
2004,Mountain Man Combination,Fax,Brazil,14936.78,158.0,7826.78
2004,Mountain Man Combination,Fax,Japan,7942.76,84.0,4162.76
2004,Mountain Man Combination,Fax,Singapore,13554.88,148.0,6894.88
2004,Mountain Man Combination,Fax,Sweden,3232.38,34.0,1702.38
2004,Mountain Man Combination,Fax,Finland,14660.41,157.0,7595.41
2004,Mountain Man Combination,Fax,France,12689.41,135.0,6614.41
2004,Mountain Man Combination,Fax,Germany,5121.05,55.0,2646.05
2004,Mountain Man Combination,Fax,Spain,6845.04,72.0,3605.04
2004,Mountain Man Extreme,Telephone,United States,53658.92,196.0,30885.68
2004,Mountain Man Extreme,Telephone,Canada,6711.84,24.0,3923.28
2004,Mountain Man Extreme,Telephone,Brazil,6711.84,24.0,3923.28
2004,Mountain Man Extreme,Telephone,Japan,107571.54,392.0,62025.06
2004,Mountain Man Extreme,Telephone,China,16152.43,59.0,9297.22
2004,Mountain Man Extreme,Telephone,Netherlands,33635.69,122.0,19460.51
2004,Mountain Man Extreme,Telephone,Finland,14942.88,54.0,8668.62
2004,Mountain Man Extreme,Telephone,Denmark,15543.0,55.0,9152.55
2004,Mountain Man Extreme,Telephone,France,43206.23,156.0,25080.59
2004,Mountain Man Extreme,Telephone,United Kingdom,44721.75,160.0,26131.35
2004,Mountain Man Extreme,Telephone,Austria,28725.32,101.0,16990.13
2004,Mountain Man Extreme,Sales visit,United States,145266.25,530.0,83685.55
2004,Mountain Man Extreme,Sales visit,Canada,7194.72,26.0,4173.78
2004,Mountain Man Extreme,Sales visit,Mexico,59844.66,216.0,34747.62
2004,Mountain Man Extreme,Sales visit,Brazil,6152.52,22.0,3596.34
2004,Mountain Man Extreme,Sales visit,Korea,122101.42,446.0,70280.68
2004,Mountain Man Extreme,Sales visit,Singapore,55301.54,202.0,31831.16
2004,Mountain Man Extreme,Sales visit,Finland,8301.6,30.0,4815.9
2004,Mountain Man Extreme,Sales visit,France,44693.04,161.0,25986.45
2004,Mountain Man Extreme,Sales visit,Germany,92229.1,332.0,53654.02
2004,Mountain Man Extreme,Sales visit,Belgium,10509.38,36.0,6326.54
2004,Mountain Man Extreme,Sales visit,Austria,4283.25,15.0,2540.4
2004,Mountain Man Extreme,Sales visit,Italy,26208.66,94.0,15286.8
2004,Mountain Man Extreme,Web,United States,167916.42,610.0,97040.52
2004,Mountain Man Extreme,Web,Canada,71399.28,257.0,41538.45
2004,Mountain Man Extreme,Web,Brazil,35681.46,127.0,20925.33
2004,Mountain Man Extreme,Web,Japan,34398.25,125.0,19874.5
2004,Mountain Man Extreme,Web,Korea,12593.42,46.0,7248.68
2004,Mountain Man Extreme,Web,China,181783.28,664.0,104633.12
2004,Mountain Man Extreme,Web,Singapore,32031.09,117.0,18436.86
2004,Mountain Man Extreme,Web,Netherlands,20818.68,75.0,12104.43
2004,Mountain Man Extreme,Web,Sweden,6432.18,23.0,3759.81
2004,Mountain Man Extreme,Web,Finland,56359.43,204.0,32656.67
2004,Mountain Man Extreme,Web,Denmark,22699.62,81.0,13288.23
2004,Mountain Man Extreme,Web,France,43583.22,157.0,25341.39
2004,Mountain Man Extreme,Web,Germany,33306.11,120.0,19363.31
2004,Mountain Man Extreme,Web,United Kingdom,126020.6,455.0,73154.15
2004,Mountain Man Extreme,Web,Belgium,21725.3,75.0,13011.05
2004,Mountain Man Extreme,Web,Austria,13868.26,49.0,8174.95
2004,Mountain Man Extreme,Web,Italy,14666.16,53.0,8508.09
2004,Mountain Man Extreme,Web,Spain,60058.92,214.0,35194.26
2004,Mountain Man Extreme,Special,United States,11498.34,42.0,6618.36
2004,Mountain Man Extreme,Special,Canada,14942.88,54.0,8668.62
2004,Mountain Man Extreme,Special,Mexico,30235.98,109.0,17571.27
2004,Mountain Man Extreme,Special,Singapore,32031.09,117.0,18436.86
2004,Mountain Man Extreme,Special,Austria,3426.6,12.0,2032.32
2004,Mountain Man Extreme,Mail,United States,85690.01,313.0,49322.54
2004,Mountain Man Extreme,Mail,Japan,7471.44,27.0,4334.31
2004,Mountain Man Extreme,Mail,Netherlands,6711.84,24.0,3923.28
2004,Mountain Man Extreme,Mail,France,27050.58,97.0,15780.15
2004,Mountain Man Extreme,Mail,Germany,14924.94,54.0,8650.68
2004,Mountain Man Extreme,E-mail,Canada,72912.6,263.0,42354.63
2004,Mountain Man Extreme,E-mail,Japan,26641.24,97.0,15370.81
2004,Mountain Man Extreme,E-mail,Netherlands,23244.48,84.0,13484.52
2004,Mountain Man Extreme,E-mail,Sweden,18436.98,66.0,10768.44
2004,Mountain Man Extreme,E-mail,Germany,18796.02,67.0,11011.29
2004,Mountain Man Extreme,E-mail,Italy,36117.66,130.0,21012.96
2004,Mountain Man Extreme,Fax,United States,8301.6,30.0,4815.9
2004,Mountain Man Extreme,Fax,Brazil,26826.78,96.0,15672.54
2004,Mountain Man Extreme,Fax,Japan,34306.8,125.0,19783.05
2004,Mountain Man Extreme,Fax,Singapore,11224.57,41.0,6460.78
2004,Mountain Man Extreme,Fax,Netherlands,8760.64,32.0,5042.56
2004,Mountain Man Extreme,Fax,Sweden,4804.2,17.0,2828.97
2004,Mountain Man Extreme,Fax,Finland,16511.75,60.0,9540.35
2004,Mountain Man Extreme,Fax,France,13906.56,50.0,8097.06
2004,Mountain Man Extreme,Fax,Germany,8301.6,30.0,4815.9
2004,Mountain Man Extreme,Fax,Italy,6991.5,25.0,4086.75
2004,Mountain Man Extreme,Fax,Spain,11233.44,40.0,6585.84
2004,Venue,Telephone,United States,1030470.0,14721.0,443840.5
2004,Venue,Telephone,Canada,20510.0,293.0,8911.46
2004,Venue,Telephone,Mexico,38430.0,549.0,16544.32
2004,Venue,Telephone,Brazil,98280.0,1404.0,42641.46
2004,Venue,Telephone,Japan,77490.0,1107.0,33486.86
2004,Venue,Telephone,China,144200.0,2060.0,62598.56
2004,Venue,Telephone,Netherlands,5390.0,77.0,2254.56
2004,Venue,Telephone,Sweden,6510.0,93.0,2758.38
2004,Venue,Telephone,Denmark,97930.0,1399.0,42501.48
2004,Venue,Telephone,France,397740.0,5682.0,171289.44
2004,Venue,Telephone,Germany,13230.0,189.0,5727.06
2004,Venue,Telephone,Belgium,84070.0,1201.0,36457.66
2004,Venue,Telephone,Austria,26950.0,385.0,11707.02
2004,Venue,Web,United States,3713920.0,53056.0,1597999.46
2004,Venue,Web,Canada,459200.0,6560.0,197757.48
2004,Venue,Web,Mexico,223230.0,3189.0,95907.38
2004,Venue,Web,Brazil,845638.0,12098.0,363034.6
2004,Venue,Web,Japan,1144150.0,16345.0,492004.3
2004,Venue,Web,Korea,406490.0,5807.0,175351.6
2004,Venue,Web,China,1225070.0,17501.0,525158.38
2004,Venue,Web,Singapore,525008.0,7694.0,218284.6
2004,Venue,Web,Netherlands,718340.0,10262.0,309135.26
2004,Venue,Web,Sweden,314300.0,4490.0,135279.88
2004,Venue,Web,Finland,728350.0,10405.0,312979.02
2004,Venue,Web,Denmark,298410.0,4263.0,128226.38
2004,Venue,Web,France,1176140.0,16802.0,507005.28
2004,Venue,Web,Germany,847980.0,12114.0,364547.18
2004,Venue,Web,United Kingdom,1368990.0,19557.0,590117.04
2004,Venue,Web,Belgium,512260.0,7318.0,220227.8
2004,Venue,Web,Austria,956410.0,13663.0,411858.04
2004,Venue,Web,Italy,659190.0,9417.0,284122.46
2004,Venue,Web,Spain,606060.0,8658.0,260559.66
2004,Venue,Special,Brazil,8330.0,119.0,3598.56
2004,Venue,Special,Japan,83160.0,1188.0,35954.44
2004,Venue,Special,Spain,5110.0,73.0,2210.44
2004,Venue,E-mail,United States,12320.0,176.0,5336.0
2004,Venue,E-mail,Canada,716730.0,10239.0,308630.44
2004,Venue,E-mail,Germany,244720.0,3496.0,105578.66
2004,Venue,Fax,United States,13930.0,199.0,6001.38
2004,Venue,Fax,Canada,111720.0,1596.0,47758.2
2004,Venue,Fax,Mexico,65170.0,931.0,28192.44
2004,Venue,Fax,Japan,62090.0,887.0,26941.66
2004,Venue,Fax,Singapore,5600.0,80.0,2422.4
2004,Venue,Fax,France,48160.0,688.0,20780.7
2004,Venue,Fax,Germany,85890.0,1227.0,36903.26
2004,Venue,Fax,Austria,51100.0,730.0,22126.38
2004,Infinity,Telephone,United States,245220.0,1073.0,112946.64
2004,Infinity,Telephone,Mexico,27680.0,119.0,12410.88
2004,Infinity,Telephone,Brazil,37200.0,155.0,15925.4
2004,Infinity,Telephone,Japan,21720.0,96.0,10037.06
2004,Infinity,Telephone,China,16560.0,69.0,7037.12
2004,Infinity,Telephone,France,194500.0,846.0,88379.24
2004,Infinity,Telephone,Germany,14400.0,60.0,6012.0
2004,Infinity,Telephone,Belgium,3120.0,13.0,1296.1
2004,Infinity,Telephone,Austria,6000.0,25.0,2489.5
2004,Infinity,Telephone,Italy,12760.0,58.0,6037.8
2004,Infinity,Web,United States,1239800.0,5382.0,559012.78
2004,Infinity,Web,Canada,52120.0,234.0,24428.64
2004,Infinity,Web,Mexico,111400.0,483.0,49875.26
2004,Infinity,Web,Brazil,379760.0,1644.0,171166.26
2004,Infinity,Web,Japan,719440.0,3126.0,324223.22
2004,Infinity,Web,Korea,304780.0,1314.0,135790.4
2004,Infinity,Web,China,529480.0,2315.0,240532.66
2004,Infinity,Web,Singapore,313780.0,1361.0,141303.86
2004,Infinity,Web,Netherlands,290380.0,1264.0,130340.2
2004,Infinity,Web,Sweden,57740.0,256.0,26480.78
2004,Infinity,Web,Finland,52100.0,226.0,23391.54
2004,Infinity,Web,Denmark,47720.0,214.0,22412.74
2004,Infinity,Web,France,610140.0,2627.0,272096.96
2004,Infinity,Web,Germany,487140.0,2129.0,218973.5
2004,Infinity,Web,United Kingdom,110620.0,499.0,51910.54
2004,Infinity,Web,Belgium,263200.0,1136.0,117977.66
2004,Infinity,Web,Austria,374500.0,1614.0,166262.86
2004,Infinity,Web,Italy,270380.0,1175.0,121294.58
2004,Infinity,Web,Spain,360480.0,1559.0,162239.38
2004,Infinity,Special,Japan,5780.0,26.0,2711.98
2004,Infinity,Special,Spain,4800.0,20.0,1991.6
2004,Infinity,E-mail,United States,24380.0,105.0,10881.98
2004,Infinity,E-mail,Canada,220000.0,960.0,99563.1
2004,Infinity,E-mail,Germany,97040.0,410.0,41876.5
2004,Infinity,Fax,Canada,14640.0,61.0,6078.42
2004,Infinity,Fax,Mexico,39880.0,170.0,17588.84
2004,Infinity,Fax,Japan,28340.0,125.0,12881.04
2004,Infinity,Fax,Singapore,6160.0,28.0,2925.44
2004,Infinity,Fax,France,20700.0,91.0,9343.16
2004,Infinity,Fax,Germany,33920.0,150.0,15445.08
2004,Infinity,Fax,Austria,15480.0,67.0,6818.86
2004,Lux,Telephone,United States,307741.6,1873.0,149471.16
2004,Lux,Telephone,Mexico,7860.0,47.0,3737.9
2004,Lux,Telephone,Brazil,15276.0,95.0,7559.74
2004,Lux,Telephone,Japan,21610.4,133.0,10605.38
2004,Lux,Telephone,France,132269.6,789.0,63375.92
2004,Lux,Telephone,Germany,13185.6,82.0,6491.24
2004,Lux,Telephone,Belgium,11577.6,72.0,5697.18
2004,Lux,Telephone,Italy,4128.0,24.0,1942.56
2004,Lux,Web,United States,910883.2,5538.0,440962.32
2004,Lux,Web,Canada,57244.8,356.0,28053.16
2004,Lux,Web,Mexico,81629.6,491.0,38956.58
2004,Lux,Web,Brazil,214916.0,1299.0,103588.94
2004,Lux,Web,Japan,580517.6,3539.0,280680.1
2004,Lux,Web,Korea,115205.6,695.0,55308.24
2004,Lux,Web,China,483460.8,2932.0,233702.3
2004,Lux,Web,Singapore,222909.6,1357.0,107603.9
2004,Lux,Web,Netherlands,261680.0,1594.0,127066.52
2004,Lux,Web,Sweden,61354.4,381.0,30069.24
2004,Lux,Web,Finland,93005.6,577.0,45512.88
2004,Lux,Web,Denmark,36751.2,225.0,17833.56
2004,Lux,Web,France,416423.2,2533.0,201155.16
2004,Lux,Web,Germany,352728.8,2141.0,170508.54
2004,Lux,Web,United Kingdom,177032.0,1096.0,86396.08
2004,Lux,Web,Belgium,206684.8,1260.0,100074.34
2004,Lux,Web,Austria,341147.2,2082.0,164876.86
2004,Lux,Web,Italy,185859.2,1130.0,89836.78
2004,Lux,Web,Spain,159772.8,956.0,76402.76
2004,Lux,Special,Japan,31570.4,187.0,14957.48
2004,Lux,E-mail,United States,3096.0,18.0,1461.24
2004,Lux,E-mail,Canada,160102.4,974.0,77446.76
2004,Lux,E-mail,Germany,56883.2,344.0,27633.98
2004,Lux,Fax,United States,3859.2,24.0,1879.68
2004,Lux,Fax,Canada,8040.0,50.0,3837.0
2004,Lux,Fax,Mexico,29140.8,176.0,14145.42
2004,Lux,Fax,Japan,48381.6,299.0,23792.72
2004,Lux,Fax,Singapore,6020.0,35.0,2853.9
2004,Lux,Fax,France,19048.0,114.0,9171.06
2004,Lux,Fax,Germany,32618.4,197.0,15570.42
2004,Lux,Fax,Austria,6271.2,39.0,3098.94
2004,Sam,Telephone,United States,338670.2,7645.0,132878.26
2004,Sam,Telephone,Canada,7633.0,170.0,3066.8
2004,Sam,Telephone,Mexico,25593.0,570.0,10210.02
2004,Sam,Telephone,Brazil,47010.3,1047.0,18906.42
2004,Sam,Telephone,Japan,34932.2,778.0,13957.14
2004,Sam,Telephone,China,21192.8,472.0,8532.64
2004,Sam,Telephone,Sweden,5073.7,113.0,1995.58
2004,Sam,Telephone,Denmark,36503.7,813.0,14678.88
2004,Sam,Telephone,France,103180.2,2298.0,41407.62
2004,Sam,Telephone,Germany,14682.3,327.0,5906.62
2004,Sam,Telephone,Belgium,34752.6,774.0,13974.42
2004,Sam,Telephone,Austria,7543.2,168.0,3030.72
2004,Sam,Web,United States,1449771.4,32637.0,570777.52
2004,Sam,Web,Canada,122217.8,2722.0,48678.04
2004,Sam,Web,Mexico,81937.0,2144.0,24269.94
2004,Sam,Web,Brazil,336256.1,7489.0,134500.68
2004,Sam,Web,Japan,665822.1,14829.0,266188.14
2004,Sam,Web,Korea,234106.6,5499.0,85974.98
2004,Sam,Web,China,623391.6,13884.0,249277.96
2004,Sam,Web,Singapore,301458.6,6714.0,120321.42
2004,Sam,Web,Netherlands,301593.3,6717.0,120446.78
2004,Sam,Web,Sweden,165905.5,3695.0,66475.24
2004,Sam,Web,Finland,274383.9,6111.0,109371.48
2004,Sam,Web,Denmark,113956.2,2538.0,45587.04
2004,Sam,Web,France,543469.6,12104.0,217662.3
2004,Sam,Web,Germany,314255.1,6999.0,125133.06
2004,Sam,Web,United Kingdom,580422.3,12927.0,232097.82
2004,Sam,Web,Belgium,136316.4,3036.0,54452.44
2004,Sam,Web,Austria,519448.1,11569.0,208230.42
2004,Sam,Web,Italy,223880.5,5012.0,88719.18
2004,Sam,Web,Spain,212736.2,4738.0,85224.62
2004,Sam,Special,Brazil,8486.1,189.0,3409.56
2004,Sam,Special,Japan,19351.9,431.0,7738.42
2004,Sam,E-mail,United States,30177.5,896.0,6118.26
2004,Sam,E-mail,Canada,258534.2,5758.0,103714.28
2004,Sam,E-mail,Germany,94379.8,2102.0,37738.2
2004,Sam,Fax,United States,9473.9,211.0,3806.44
2004,Sam,Fax,Canada,24290.9,541.0,9671.16
2004,Sam,Fax,Mexico,9024.9,201.0,3626.04
2004,Sam,Fax,Japan,45528.6,1014.0,18336.78
2004,Sam,Fax,Singapore,21596.9,481.0,8693.94
2004,Sam,Fax,France,43014.2,958.0,17321.34
2004,Sam,Fax,Germany,22629.6,504.0,9092.16
2004,Sam,Fax,Austria,808.2,18.0,324.36
2004,TX,Telephone,United States,1306920.0,6944.0,592889.98
2004,TX,Telephone,Canada,4700.0,25.0,2123.5
2004,TX,Telephone,Mexico,122300.0,655.0,55352.42
2004,TX,Telephone,Brazil,154268.0,819.0,70236.24
2004,TX,Telephone,Japan,52264.0,278.0,23530.24
2004,TX,Telephone,China,128952.0,684.0,58633.36
2004,TX,Telephone,Netherlands,28632.0,153.0,12961.68
2004,TX,Telephone,Sweden,5076.0,27.0,2232.9
2004,TX,Telephone,Denmark,82156.0,437.0,37181.32
2004,TX,Telephone,France,695436.0,3685.0,317019.78
2004,TX,Telephone,Germany,41760.0,224.0,18849.12
2004,TX,Telephone,Belgium,137912.0,742.0,62293.36
2004,TX,Telephone,Austria,22056.0,117.0,10008.24
2004,TX,Telephone,Italy,28012.0,149.0,12508.94
2004,TX,Web,United States,4994064.0,26524.0,2262679.56
2004,TX,Web,Canada,555980.0,2953.0,250884.54
2004,TX,Web,Mexico,332204.0,1770.0,150325.24
2004,TX,Web,Brazil,1155336.0,6157.0,523841.08
2004,TX,Web,Japan,2048344.0,10870.0,929065.98
2004,TX,Web,Korea,605496.0,3202.0,275147.96
2004,TX,Web,China,1645728.0,8738.0,745712.36
2004,TX,Web,Singapore,949984.0,5027.0,431529.52
2004,TX,Web,Netherlands,1111660.0,5909.0,504316.62
2004,TX,Web,Sweden,540192.0,2864.0,244216.12
2004,TX,Web,Finland,810544.0,4303.0,365877.42
2004,TX,Web,Denmark,322648.0,1723.0,145401.58
2004,TX,Web,France,1951080.0,10373.0,884564.36
2004,TX,Web,Germany,1725336.0,9123.0,786283.56
2004,TX,Web,United Kingdom,1503788.0,7974.0,679756.0
2004,TX,Web,Belgium,971988.0,5167.0,441675.34
2004,TX,Web,Austria,1547736.0,8220.0,702618.92
2004,TX,Web,Italy,1106000.0,5887.0,502235.84
2004,TX,Web,Spain,780972.0,4149.0,353953.76
2004,TX,Special,Japan,71628.0,383.0,32583.08
2004,TX,Special,Spain,5264.0,28.0,2417.52
2004,TX,E-mail,United States,19648.0,106.0,8859.46
2004,TX,E-mail,Canada,1207572.0,6427.0,547604.38
2004,TX,E-mail,Germany,319284.0,1686.0,145677.42
2004,TX,Fax,United States,39480.0,210.0,17845.08
2004,TX,Fax,Canada,132820.0,702.0,60233.08
2004,TX,Fax,Mexico,136776.0,725.0,62371.22
2004,TX,Fax,Japan,137336.0,718.0,62984.88
2004,TX,Fax,Singapore,24356.0,131.0,11017.78
2004,TX,Fax,France,60960.0,325.0,27719.54
2004,TX,Fax,Germany,160864.0,857.0,72849.62
2004,TX,Fax,Austria,67664.0,359.0,30668.26
2004,Legend,Telephone,United States,1062780.0,4296.0,472611.44
2004,Legend,Telephone,Canada,7440.0,31.0,3301.5
2004,Legend,Telephone,Mexico,60900.0,245.0,27086.28
2004,Legend,Telephone,Brazil,96020.0,384.0,42504.2
2004,Legend,Telephone,Japan,60360.0,244.0,26813.28
2004,Legend,Telephone,China,83400.0,343.0,37236.76
2004,Legend,Telephone,Netherlands,10720.0,43.0,4598.44
2004,Legend,Telephone,Sweden,10520.0,44.0,4724.44
2004,Legend,Telephone,Denmark,74480.0,294.0,32584.24
2004,Legend,Telephone,France,567240.0,2320.0,252873.54
2004,Legend,Telephone,Germany,20960.0,86.0,9533.68
2004,Legend,Telephone,Belgium,125420.0,508.0,55714.02
2004,Legend,Telephone,Austria,19740.0,82.0,8936.04
2004,Legend,Telephone,Italy,17360.0,71.0,7734.04
2004,Legend,Web,United States,4901220.0,19998.0,2152345.46
2004,Legend,Web,Canada,482240.0,1929.0,213983.56
2004,Legend,Web,Mexico,268500.0,1081.0,119062.5
2004,Legend,Web,Brazil,861420.0,3465.0,382944.44
2004,Legend,Web,Japan,1689920.0,6778.0,747035.12
2004,Legend,Web,Korea,618860.0,2511.0,275188.4
2004,Legend,Web,China,1416680.0,5753.0,630897.68
2004,Legend,Web,Singapore,837780.0,3514.0,362494.76
2004,Legend,Web,Netherlands,822760.0,3303.0,365304.24
2004,Legend,Web,Sweden,547060.0,2185.0,241213.54
2004,Legend,Web,Finland,833080.0,3307.0,366541.88
2004,Legend,Web,Denmark,328980.0,1318.0,145481.98
2004,Legend,Web,France,1446020.0,5795.0,641254.16
2004,Legend,Web,Germany,1397300.0,5690.0,620923.8
2004,Legend,Web,United Kingdom,1563740.0,6208.0,690134.6
